(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | DECLARE: var0 = 67"
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | DECLARE: var1 = 18"
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | DECLARE: var2 = 90"
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | DECLARE: var3 = 52"
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | DECLARE: var4 = 87"
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | SLEEP: for 378ms"
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | SUBTRACT: 18 - 90 = 0"
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | ADD: 90 + 52 = 142"
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:50:18PM) Core:0 "[(06/28/2025 03:50:18PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | ADD: 87 + 67 = 154"
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | DECLARE: var5 = 38"
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Hello from process_1421 [instruction 6]""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | SUBTRACT: 90 - 52 = 38"
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:50:19PM) Core:0 "[(06/28/2025 03:50:19PM)] Core 0 | PID 2420 | PRINT: "Loop iteration 1 (outer 3)""
